No UNIDAD,DIA,MES,HORA SALIDA,TIEMPO DE VIAJE,DISTANCIA METROS,LONGITUD SALIDA,LATITUD SALIDA,LONGITUD LLEGADA,LATITUD LLEGADA,DT,SALIDA,SALIDA2
4,3,3,1.833333333,0.761666667,181.1,-116.850033,32.504492,-116.849627,32.505985,1.238333333,INCREMENTO,1
2,3,3,8.05,17.50666667,8552.3,-116.885263,32.448297,-116.949348,32.459438,-3.506666667,DP,2
6,3,3,11.61666667,19.43666667,10347.7,-116.933495,32.546418,-116.987268,32.513225,-5.436666667,DP,2
2,3,3,13.7,10.12833333,5100.5,-116.845132,32.469928,-116.885118,32.4481,2.871666667,INCREMENTO,1
5,3,3,14.6,6.28,4650.7,-117.005458,32.520328,-116.964061,32.506773,-0.28,INCREMENTO,1
4,3,3,15.58333333,7.973333333,6126.7,-116.82699,32.456633,-116.885123,32.44809,5.026666667,INCREMENTO,1
5,3,3,16,12.98,4695.6,-116.964894,32.501546,-116.956299,32.4819,-0.98,INCREMENTO,1
6,3,3,16.36666667,2.253333333,731,-116.924167,32.54658,-116.921078,32.548878,1.746666667,INCREMENTO,1
4,3,3,16.41666667,17.215,6997.5,-116.945623,32.502855,-116.948288,32.467455,0.785,INCREMENTO,1
5,3,3,16.83333333,10.145,3470.1,-116.931772,32.483215,-116.948838,32.481384,13.855,INCREMENTO,1
6,3,3,17.31666667,20.99666667,12419.9,-117.010032,32.52549,-116.917353,32.496427,1.003333333,INCREMENTO,1
2,3,3,19.1,1.508333333,193.9,-117.01014,32.525495,-117.009847,32.526502,0.491666667,INCREMENTO,1
2,3,3,21.3,6.206666667,2008.1,-116.985543,32.507775,-116.970722,32.501335,0.793333333,INCREMENTO,1
6,3,3,22.5,13.935,9140.6,-116.89968,32.529382,-116.969715,32.508327,-4.935,DP,2
4,4,3,8.05,2.683333333,1836.2,-116.86831,32.44375,-116.886323,32.444742,0.316666667,INCREMENTO,1
6,4,3,9,1.218333333,339.4,-116.983978,32.516995,-116.984587,32.519643,-0.218333333,INCREMENTO,1
4,4,3,9.2,15.54166667,16067.4,-116.884908,32.448672,-117.01005,32.525512,0.458333333,INCREMENTO,1
5,4,3,12.1,24.54333333,13790.3,-117.004501,32.458975,-117.010015,32.52545,-10.54333333,DM,3
6,4,3,14.61666667,7.518333333,2191.3,-116.919643,32.500345,-116.926435,32.488472,-3.518333333,DP,2
5,4,3,14.71666667,2.183333333,738.3,-116.972014,32.502553,-116.974237,32.506598,3.816666667,INCREMENTO,1
6,4,3,15.8,10.56333333,4955,-116.963917,32.506935,-116.924355,32.504895,-2.563333333,DP,2
5,4,3,15.86666667,8.078333333,3621.6,-116.963216,32.515194,-116.985633,32.521263,-1.078333333,INCREMENTO,1
6,4,3,16.88333333,11.80333333,5172.4,-116.964763,32.506407,-116.993498,32.486995,-0.803333333,INCREMENTO,1
4,4,3,19.1,0.753333333,436.5,-116.891998,32.456418,-116.88887,32.453615,2.246666667,INCREMENTO,1
5,4,3,21.66666667,12.915,3673,-116.965296,32.505995,-116.988519,32.515455,-7.915,DM,3
5,4,3,22.91666667,5.225,1996.9,-116.927746,32.490141,-116.926806,32.476209,-1.225,INCREMENTO,1
6,5,3,0.7,11.74,6411.7,-117.010072,32.525513,-116.963938,32.506953,-2.74,DP,2
2,5,3,13.01666667,9.015,4481.8,-116.937298,32.491457,-116.963948,32.506857,-1.015,INCREMENTO,1
4,5,3,13.41666667,4.36,1520.4,-116.872798,32.484623,-116.868528,32.494258,1.64,INCREMENTO,1
5,5,3,15.5,22.74,7545,-116.965428,32.461339,-116.917886,32.499297,-9.74,DM,3
5,5,3,16.01666667,2.316666667,934.8,-116.927523,32.48467,-116.926218,32.476333,-0.316666667,INCREMENTO,1
2,5,3,16.38333333,4.67,1472.9,-116.633032,32.557423,-116.626177,32.564103,0.33,INCREMENTO,1
6,5,3,16.56666667,3.265,2038,-116.993435,32.517603,-117.010112,32.525522,-0.265,INCREMENTO,1
6,5,3,17.58333333,10.41666667,4770.7,-116.98731,32.513087,-116.969463,32.518,-3.416666667,DP,2
2,5,3,17.58333333,21.04666667,14815.2,-116.873645,32.460402,-116.963967,32.506917,-7.046666667,DM,3
6,5,3,18.48333333,10.77833333,4365.9,-116.96612,32.498782,-116.932243,32.494073,2.221666667,INCREMENTO,1
6,5,3,20.26666667,20.24333333,13228.6,-116.858252,32.542302,-116.914113,32.498512,-4.243333333,DP,2
4,5,3,20.63333333,13.8,6756.8,-117.01004,32.525605,-116.969702,32.50834,-2.8,DP,2
6,5,3,21.36666667,2.32,744.9,-116.963953,32.50691,-116.96974,32.508318,0.68,INCREMENTO,1
6,5,3,22.35,8.215,3223.7,-116.948613,32.511735,-116.963998,32.50681,-1.215,INCREMENTO,1
7,6,3,9.566666667,2.408333333,563.3,-117.02794,32.530098,-117.029462,32.526269,-0.408333333,INCREMENTO,1
7,6,3,11.6,1.78,475.3,-117.023257,32.525304,-117.028121,32.524866,0.22,INCREMENTO,1
4,6,3,13.46666667,4.088333333,1260.3,-116.893033,32.458032,-116.880567,32.461485,-1.088333333,INCREMENTO,1
5,6,3,14.78333333,5.665,2118.3,-116.945871,32.518726,-116.963654,32.515441,1.335,INCREMENTO,1
2,6,3,14.78333333,0.801666667,294.1,-116.84665,32.469417,-116.849458,32.468342,0.198333333,INCREMENTO,1
4,6,3,16.28333333,23.53833333,24061.7,-116.63701,32.564567,-116.815602,32.461822,2.461666667,INCREMENTO,1
5,6,3,17.05,5.623333333,1047.3,-116.963406,32.50384,-116.964044,32.506849,13.37666667,INCREMENTO,1
5,6,3,17.25,9.101666667,3430.5,-116.968223,32.497272,-116.964044,32.506849,-2.101666667,DP,2
5,6,3,18.91666667,21.105,7984.9,-116.994299,32.486602,-117.025639,32.528916,9.895,INCREMENTO,1
7,6,3,20.43333333,8.571666667,2239.6,-117.035283,32.528295,-117.049458,32.53169,-3.571666667,DP,2
5,6,3,21.18333333,19.65666667,7599.3,-117.014983,32.473945,-117.01002,32.525531,-8.656666667,DM,3
2,6,3,21.36666667,8.303333333,1903.8,-116.879438,32.461573,-116.87377,32.462362,0.696666667,INCREMENTO,1
5,6,3,21.7,9.438333333,5801.7,-117.007453,32.523826,-116.964255,32.507027,-0.438333333,INCREMENTO,1
7,6,3,22.01666667,8.308333333,3298.7,-117.049004,32.482756,-117.077511,32.481715,2.691666667,INCREMENTO,1
7,6,3,22.11666667,2.401666667,393.7,-117.077889,32.481073,-117.077511,32.481715,2.598333333,INCREMENTO,1
4,6,3,22.53333333,20.43166667,13956.8,-116.885255,32.448243,-116.86634,32.504637,-6.431666667,DP,2
7,6,3,22.78333333,4.743333333,1498,-117.013941,32.525599,-117.010134,32.525513,-0.743333333,INCREMENTO,1
2,7,3,1.9,14.59833333,7465,-116.885158,32.44815,-116.941333,32.458173,8.401666667,INCREMENTO,1
4,7,3,2.366666667,33.12,22663,-117.010752,32.525833,-116.838588,32.474928,-0.12,INCREMENTO,1
6,7,3,9.833333333,2.84,990.1,-116.97885,32.503805,-116.970722,32.501297,-0.84,INCREMENTO,1
3,7,3,11.83333333,10.77,2392.1,-116.894842,32.50162,-116.894603,32.519657,-5.77,DP,2
4,7,3,11.8,3.706666667,1643.9,-116.885292,32.448257,-116.869888,32.444145,-0.706666667,INCREMENTO,1
5,7,3,12.71666667,9.148333333,4132.3,-116.967332,32.506747,-117.005828,32.513872,-3.148333333,DP,2
6,7,3,14.4,6.936666667,1851.6,-116.956508,32.475147,-116.947778,32.486813,1.063333333,INCREMENTO,1
4,7,3,14.93333333,9.291666667,4162.9,-116.965945,32.509035,-116.933857,32.497577,-2.291666667,DP,2
1,7,3,15.7,22.60833333,20405.1,-116.868882,32.443913,-116.738297,32.514221,-6.608333333,DM,3
7,7,3,16.2,19.68833333,7658,-117.015315,32.473461,-117.010103,32.525506,-9.688333333,DM,3
5,7,3,17.1,15.715,7287.4,-116.96402,32.506814,-116.987366,32.469615,-2.715,DP,2
3,7,3,17.91666667,13.67666667,6916.7,-116.864234,32.470684,-116.861443,32.495801,-10.67666667,DM,3
5,7,3,18.81666667,5.891666667,2047.6,-116.947609,32.54202,-116.93512,32.543991,-1.891666667,DP,2
6,7,3,19.35,0.455,103.7,-117.008693,32.533415,-117.00846,32.53396,0.545,INCREMENTO,1
5,7,3,19.85,6.836666667,1971.9,-116.965586,32.505647,-116.96576,32.497532,-0.836666667,INCREMENTO,1
5,7,3,20.15,11.62333333,2655,-116.966529,32.496624,-116.964157,32.506738,-3.623333333,DP,2
3,7,3,20.48333333,9.91,8490.5,-116.94308,32.495018,-116.885131,32.447874,-0.91,INCREMENTO,1
2,7,3,20.91666667,29.60333333,13648,-116.9238,32.440195,-116.969852,32.508258,-7.603333333,DM,3
5,7,3,23.61666667,2.3,539.5,-116.976267,32.482953,-116.972694,32.482211,2.7,INCREMENTO,1
4,1,3,1.183333333,22.915,10226.3,-116.932673,32.375627,-116.965035,32.425328,6.085,INCREMENTO,1
1,1,3,3,3.63,2588.5,-116.91504,32.460414,-116.926392,32.476348,0.37,INCREMENTO,1
1,1,3,8.133333333,0.836666667,436.5,-116.874349,32.457952,-116.873545,32.461694,0.163333333,INCREMENTO,1
1,1,3,9.25,9.61,4394.6,-116.875081,32.451159,-116.847008,32.472923,1.39,INCREMENTO,1
2,1,3,9.4,1.173333333,452.5,-116.926043,32.475055,-116.922805,32.476192,-0.173333333,INCREMENTO,1
7,1,3,11.06666667,29.185,20165.3,-117.074402,32.481608,-117.010116,32.525515,-11.185,DM,3
4,1,3,11.48333333,4.725,3812.3,-116.918347,32.461352,-116.885457,32.44922,-1.725,INCREMENTO,1
4,1,3,12.66666667,10.33666667,4942.7,-116.865198,32.45425,-116.850497,32.486727,-3.336666667,DP,2
3,1,3,13.25,21.03333333,9673.1,-116.774253,32.489127,-116.756158,32.5247,10.96666667,INCREMENTO,1
5,1,3,13.51666667,0.991666667,867.6,-117.021406,32.462054,-117.022158,32.454899,3.008333333,INCREMENTO,1
4,1,3,14.15,3.838333333,1583.4,-116.880203,32.459293,-116.885115,32.448135,3.161666667,INCREMENTO,1
6,1,3,14.31666667,8.063333333,4666.3,-116.97511,32.51621,-117.008192,32.517587,-0.063333333,INCREMENTO,1
6,1,3,14.81666667,6.076666667,3651.8,-117.002105,32.518118,-116.967075,32.509878,2.923333333,INCREMENTO,1
6,1,3,15.66666667,14.83166667,8015.9,-117.010518,32.471852,-116.961912,32.502775,-2.831666667,DP,2
3,1,3,15.91666667,1.143333333,277,-116.874423,32.466508,-116.87416,32.466474,5.856666667,INCREMENTO,1
5,1,3,16.01666667,14.24166667,3969.9,-116.899819,32.528344,-116.885021,32.543153,-5.241666667,DP,2
6,1,3,16.36666667,6.076666667,2007.7,-117.000705,32.460368,-117.015407,32.467558,-0.076666667,INCREMENTO,1
5,1,3,17.96666667,12.31166667,3990.7,-116.964509,32.502086,-116.944907,32.516797,-5.311666667,DP,2
5,1,3,19.65,21.85666667,7985.7,-117.034853,32.524233,-116.965837,32.49886,-1.856666667,INCREMENTO,1
1,1,3,21.06666667,1.42,219.4,-116.886233,32.455867,-116.885337,32.456596,0.58,INCREMENTO,1
3,1,3,21.31666667,0.501666667,111,-116.964246,32.506949,-116.963352,32.506973,0.498333333,INCREMENTO,1
4,1,3,22.15,6.466666667,4961.5,-116.926415,32.476263,-116.957678,32.50673,-2.466666667,DP,2
3,1,3,22.71666667,0.641666667,193.2,-116.879379,32.524763,-116.880361,32.525449,6.358333333,INCREMENTO,1
3,1,3,23.36666667,22.48833333,10457.7,-116.925187,32.474987,-116.857697,32.493744,-2.488333333,DP,2
4,2,3,6.566666667,3.488333333,1451.3,-116.884918,32.447937,-116.885015,32.448022,-3.488333333,DP,2
7,2,3,6.833333333,5.183333333,1451.1,-117.021094,32.515631,-117.028264,32.524901,-0.183333333,INCREMENTO,1
1,2,3,8.1,2.01,683.9,-116.925971,32.475922,-116.921529,32.476775,-0.01,INCREMENTO,1
7,2,3,9.6,8.568333333,5282.6,-117.019796,32.467487,-117.042758,32.438514,-1.568333333,INCREMENTO,1
2,2,3,9.833333333,8.323333333,7572.1,-116.937132,32.489167,-116.885112,32.44808,-2.323333333,DP,2
5,2,3,10.2,10.30666667,5185.9,-116.962339,32.508533,-116.921312,32.48651,-4.306666667,DP,2
7,2,3,10.66666667,22.035,11629.5,-117.032777,32.444846,-117.083257,32.47997,-5.035,DP,2
2,2,3,10.93333333,31.785,14289.8,-116.885215,32.448165,-116.776795,32.517978,-11.785,DM,3
5,2,3,10.93333333,9.216666667,4506.8,-116.901261,32.534017,-116.9164,32.538,-3.216666667,DP,2
5,2,3,12.08333333,2.718333333,559,-116.96982,32.511562,-116.974673,32.511976,1.281666667,INCREMENTO,1
7,2,3,12.38333333,26.04166667,13557.1,-117.078982,32.479902,-116.965138,32.498013,-11.04166667,DM,3
3,2,3,12.76666667,14.805,11501,-116.963866,32.507229,-116.885349,32.448223,-4.805,DP,2
2,2,3,13.23333333,1.753333333,166.3,-116.894787,32.458388,-116.893092,32.458675,-0.753333333,INCREMENTO,1
1,2,3,13.41666667,1.966666667,497.4,-116.969836,32.511469,-116.965812,32.508686,0.033333333,INCREMENTO,1
5,2,3,13.6,2.493333333,232.5,-116.990669,32.515841,-116.988724,32.515404,-1.493333333,INCREMENTO,1
7,2,3,13.73333333,10.12333333,6046.1,-117.015474,32.478297,-117.035893,32.443437,0.876666667,INCREMENTO,1
3,2,3,14.51666667,33.82,24381.8,-116.834294,32.493174,-116.962528,32.506932,-10.82,DM,3
7,2,3,14.86666667,22.88666667,10999.4,-117.030474,32.444428,-117.072586,32.478968,-10.88666667,DM,3
10,2,3,15,6.83,6108.3,-116.954853,32.504642,-117.010122,32.525447,0.17,INCREMENTO,1
5,2,3,17.56666667,16.29166667,8235.9,-116.961727,32.505617,-116.982148,32.460169,-1.291666667,INCREMENTO,1
5,2,3,19.83333333,0.496666667,251.1,-116.984066,32.508661,-116.981651,32.507767,0.503333333,INCREMENTO,1
4,2,3,20.46666667,13.795,6756.4,-117.009997,32.525572,-116.969693,32.50836,-2.795,DP,2
2,2,3,21.31666667,13.36166667,11028.5,-116.963968,32.507117,-116.885075,32.448092,-3.361666667,DP,2
4,2,3,22.68333333,7.285,2484,-116.63231,32.557443,-116.641712,32.563258,-0.285,INCREMENTO,1
1,3,3,0.016666667,13.16333333,13055.2,-116.984645,32.515624,-116.885087,32.448802,-2.163333333,DP,2
5,3,3,0.233333333,5.241666667,1801.5,-116.958434,32.507398,-116.963954,32.506926,-2.241666667,DP,2
10,3,3,0.983333333,10.64166667,2877.6,-116.985178,32.50584,-116.964148,32.506742,-5.641666667,DP,2
7,3,3,8.3,1.126666667,214.5,-117.027092,32.518765,-117.027316,32.520684,-0.126666667,INCREMENTO,1
10,3,3,8.35,8.36,5922.1,-116.963948,32.507035,-116.925485,32.521265,-2.36,DP,2
1,3,3,12.93333333,15.09666667,11567.6,-116.962735,32.508376,-116.891833,32.45656,48.90333333,INCREMENTO,1
5,3,3,13.66666667,8.986666667,9519.3,-116.888825,32.454009,-116.956858,32.506261,0.013333333,INCREMENTO,1
3,3,3,13.53333333,6.351666667,2543.2,-116.886017,32.501635,-116.868701,32.494196,57.64833333,INCREMENTO,1
5,3,3,15.15,5.765,4865.3,-116.925948,32.474515,-116.957068,32.506354,0.235,INCREMENTO,1
10,3,3,18.25,5.985,1891.8,-116.948298,32.502985,-116.953137,32.49053,-1.985,DP,2
3,3,3,19.08333333,11.19333333,4467.5,-116.869878,32.495156,-116.908614,32.499707,-4.193333333,DP,2
10,3,3,19.11666667,12.06,4747.7,-116.927242,32.50971,-116.926312,32.476377,-4.06,DP,2
1,3,3,19.11666667,2.48,1008.6,-116.890682,32.455734,-116.885134,32.448148,0.52,INCREMENTO,1
5,3,3,19.48333333,7.868333333,3131.5,-116.966477,32.499534,-116.964024,32.506826,-0.868333333,INCREMENTO,1
3,3,3,19.53333333,3.228333333,1467.1,-116.958079,32.500169,-116.969808,32.508445,-0.228333333,INCREMENTO,1
10,3,3,20.15,3.16,836.4,-116.977403,32.497375,-116.98468,32.495538,2.84,INCREMENTO,1
5,3,3,21.16666667,12.07166667,3109.8,-116.884594,32.55196,-116.905177,32.543979,-3.071666667,DP,2
5,3,3,22.21666667,6.441666667,4771.6,-116.962127,32.50833,-116.953599,32.531941,-0.441666667,INCREMENTO,1
4,4,3,0.666666667,36.185,28552.4,-116.954857,32.39461,-116.926307,32.476398,-10.185,DM,3
10,4,3,0.766666667,13.15,1561.3,-116.970767,32.490037,-116.96588,32.498773,-8.15,DM,3
5,4,3,1.383333333,2.795,402.7,-116.964072,32.504585,-116.964102,32.506733,-0.795,INCREMENTO,1
3,4,3,8.183333333,3.76,975.8,-116.865066,32.503467,-116.866106,32.509523,1.24,INCREMENTO,1
7,4,3,10.21666667,20.60666667,10620,-117.026586,32.443038,-117.078139,32.48527,-9.606666667,DM,3
5,4,3,10.31666667,0.975,217.2,-116.964628,32.495259,-116.963526,32.496937,0.025,INCREMENTO,1
4,4,3,11.3,6.873333333,2042.5,-116.870037,32.45207,-116.880698,32.460773,-1.873333333,DP,2
10,4,3,11.73333333,6.271666667,1653,-116.964012,32.506762,-116.97184,32.502142,-3.271666667,DP,2
4,4,3,12.56666667,14.175,7462,-116.831413,32.46641,-116.885247,32.448188,1.825,INCREMENTO,1
2,4,3,14.53333333,5.201666667,2424.1,-116.887922,32.460275,-116.885142,32.448147,-0.201666667,INCREMENTO,1
10,4,3,14.6,28.965,11352.9,-116.930987,32.544305,-116.965898,32.498768,-10.965,DM,3
10,4,3,16.33333333,19.18166667,10594.3,-116.966313,32.481022,-117.010068,32.52556,-6.181666667,DP,2
5,4,3,16.7,2.545,1062.1,-116.969078,32.513287,-116.963958,32.506905,0.455,INCREMENTO,1
10,4,3,17.06666667,3.995,1329.1,-116.995603,32.539255,-116.988592,32.539998,-0.995,INCREMENTO,1
2,4,3,18.31666667,12.84833333,9147.6,-116.885273,32.448285,-116.842415,32.456202,-2.848333333,DP,2
7,4,3,18.78333333,2.996666667,713.5,-117.031486,32.528561,-117.02825,32.524796,-0.996666667,INCREMENTO,1
5,4,3,19.43333333,10.80333333,4918,-116.965457,32.505791,-116.985861,32.519779,-6.803333333,DM,3
4,4,3,20.05,4.103333333,1756.1,-116.880227,32.461057,-116.885072,32.448102,1.896666667,INCREMENTO,1
5,4,3,21.9,12.90833333,3199.3,-117.022421,32.524888,-117.042861,32.512175,-2.908333333,DP,2
10,4,3,22.25,5.578333333,1848,-116.963935,32.506855,-116.978358,32.505878,-0.578333333,INCREMENTO,1
7,5,3,0.3,21.60333333,13134.4,-117.065732,32.517918,-117.010087,32.525548,-9.603333333,DM,3
7,5,3,2.9,21.39166667,12161.2,-116.964169,32.502487,-117.024738,32.450689,-4.391666667,DP,2
5,5,3,9.983333333,0.863333333,287.8,-116.976696,32.513077,-116.979731,32.513418,0.136666667,INCREMENTO,1
3,5,3,10.28333333,1.601666667,274.8,-116.923478,32.485389,-116.923649,32.485557,-0.601666667,INCREMENTO,1
7,5,3,11.58333333,15.74833333,6487.4,-117.036627,32.442003,-116.992238,32.445577,-6.748333333,DM,3
10,5,3,13.56666667,2.938333333,778.5,-116.957907,32.466608,-116.96271,32.461835,-0.938333333,INCREMENTO,1
5,5,3,13.96666667,2.31,806,-116.94344,32.489506,-116.949956,32.494228,-0.31,INCREMENTO,1
10,5,3,14.9,10.95,3539.3,-116.9173,32.496417,-116.926272,32.474885,17.05,INCREMENTO,1
7,5,3,15.7,1.203333333,677.1,-117.026088,32.44332,-117.032847,32.444944,-0.203333333,INCREMENTO,1
10,5,3,16.05,1.948333333,448.1,-116.933802,32.543912,-116.930285,32.545068,0.051666667,INCREMENTO,1
7,5,3,18.68333333,8.925,7743.3,-116.935245,32.486204,-116.87999,32.446422,3.075,INCREMENTO,1
4,5,3,19.01666667,7.896666667,6481.6,-116.883108,32.446615,-116.926425,32.476338,0.103333333,INCREMENTO,1
1,5,3,19.05,26.49833333,26624.7,-116.872984,32.431845,-117.010054,32.525492,-5.498333333,DP,2
5,5,3,19.2,25.32,12769.9,-116.966651,32.465356,-117.009983,32.525503,-3.32,DP,2
1,5,3,19.8,15.04666667,11030.9,-117.009134,32.521878,-116.933397,32.470692,11.95333333,INCREMENTO,1
2,5,3,19.88333333,40.7,28432.6,-116.730083,32.40139,-116.926373,32.476348,-9.7,DM,3
7,5,3,22.26666667,25.82,13155.9,-116.965171,32.506018,-117.067528,32.483587,-10.82,DM,3
7,5,3,22.95,3.405,766.6,-117.036793,32.498716,-117.035513,32.504214,-0.405,INCREMENTO,1
10,6,3,1.616666667,23.33333333,12462.5,-116.972347,32.465618,-117.010105,32.525585,-11.33333333,DM,3
1,6,3,8.916666667,7.035,2503.3,-116.945614,32.443974,-116.927832,32.459711,-0.035,INCREMENTO,1
2,6,3,14.55,4.178333333,2597.7,-116.905363,32.462083,-116.885132,32.448132,-0.178333333,INCREMENTO,1
10,6,3,14.95,6.921666667,2550.2,-116.961978,32.511362,-116.964022,32.50675,-2.921666667,DP,2
5,6,3,15.7,0.731666667,122,-116.973586,32.468137,-116.973931,32.467079,0.268333333,INCREMENTO,1
10,6,3,16.05,17.72166667,5724.3,-116.96453,32.506672,-116.954962,32.472605,-5.721666667,DP,2
5,6,3,16.18333333,10.73166667,8124.8,-116.949736,32.496682,-117.010153,32.525534,-3.731666667,DP,2
6,6,3,17.21666667,11.11,4438.9,-117.00079,32.519127,-117.031508,32.522507,-4.11,DP,2
10,6,3,17.66666667,0.376666667,188.5,-116.967372,32.506583,-116.965777,32.505547,0.623333333,INCREMENTO,1
6,6,3,18.25,13.12,5776,-116.963962,32.506962,-116.918115,32.4905,-3.12,DP,2
7,6,3,19.45,22.86,11883,-117.027394,32.523718,-117.040033,32.437746,1.14,INCREMENTO,1
10,6,3,19.55,2.135,808,-116.966957,32.511865,-116.964032,32.506848,-0.135,INCREMENTO,1
10,6,3,21.9,12.23166667,6741.6,-117.007182,32.524002,-116.964152,32.506792,-4.231666667,DP,2
10,6,3,9.933333333,18.63833333,5648.5,-116.965332,32.505158,-116.954795,32.46742,-11.63833333,DM,3
5,6,3,22.18333333,4.583333333,1085.4,-116.934999,32.485477,-116.942165,32.48857,-0.583333333,INCREMENTO,1
6,6,3,22.63333333,3.395,814.8,-117.011813,32.516187,-117.017925,32.514902,-1.395,INCREMENTO,1
7,7,3,0.516666667,9.75,5777.5,-117.016273,32.469054,-117.042721,32.438493,-2.75,DP,2
7,7,3,1.666666667,19.48,12779.1,-117.040498,32.436261,-117.056798,32.511064,-7.48,DM,3
6,7,3,4.25,11.92666667,5546,-116.964022,32.506757,-116.920613,32.486472,-4.926666667,DP,2
3,7,3,4.566666667,17.51,7234,-116.872652,32.500829,-116.888788,32.465401,2.49,INCREMENTO,1
5,7,3,5.366666667,9.265,3862.1,-116.987729,32.479525,-116.995385,32.491995,1.735,INCREMENTO,1
10,7,3,5.416666667,12.79666667,7401.7,-116.962238,32.508458,-116.97554,32.524727,-2.796666667,DP,2
2,7,3,5.633333333,8.37,3295.9,-116.885283,32.448293,-116.870305,32.45851,-1.37,INCREMENTO,1
1,7,3,6.8,10.66833333,10096.1,-116.861069,32.443579,-116.850859,32.485786,-3.668333333,DP,2
4,7,3,7.2,9.331666667,3622.9,-116.88526,32.448298,-116.909307,32.44734,-0.331666667,INCREMENTO,1
2,7,3,7.316666667,11.70333333,4132.8,-116.88509,32.448122,-116.8625,32.46218,-1.703333333,INCREMENTO,1
5,7,3,7.416666667,20.82666667,10866.6,-116.960534,32.505855,-116.901153,32.548127,-7.826666667,DM,3
6,7,3,7.4,16.80166667,8994.6,-116.964215,32.506587,-116.920752,32.545867,-0.801666667,INCREMENTO,1
3,7,3,8.1,10.745,8896.5,-116.840238,32.458028,-116.897745,32.419452,10.255,INCREMENTO,1
4,7,3,8.1,11.945,5457.2,-116.885103,32.448155,-116.846075,32.47118,-1.945,DP,2
5,7,3,8.866666667,11.36666667,6876.1,-116.959923,32.506403,-116.932372,32.543163,-1.366666667,INCREMENTO,1
6,7,3,10.6,18.37333333,6982.1,-116.93897,32.534375,-116.896592,32.525133,-8.373333333,DM,3
5,7,3,10.81666667,14.25166667,4186.8,-116.965618,32.505562,-116.9818,32.474348,-4.251666667,DP,2
5,7,3,11.4,0.845,213.6,-116.979797,32.475395,-116.979377,32.476946,1.155,INCREMENTO,1
2,7,3,11.88333333,26.125,11459.9,-116.885293,32.44821,-116.964655,32.42349,-8.125,DM,3
6,7,3,11.95,11.77833333,5438.6,-116.963923,32.50697,-116.922303,32.491387,-1.778333333,INCREMENTO,1
10,7,3,12,3.016666667,647.4,-116.965405,32.50516,-116.96575,32.500657,0.983333333,INCREMENTO,1
7,7,3,12.71666667,25.395,11860.3,-117.037966,32.441901,-117.072541,32.478943,-12.395,DM,3
10,7,3,13.2,17.08833333,8551.2,-116.963982,32.50699,-116.925352,32.547137,-0.088333333,INCREMENTO,1
7,7,3,13.66666667,8.213333333,5770.1,-117.037119,32.46569,-117.032436,32.474597,-1.213333333,INCREMENTO,1
10,7,3,14.2,21.70333333,6866.3,-116.964745,32.506408,-116.97243,32.46404,-10.70333333,DM,3
5,7,3,15.23333333,15.59666667,6059.9,-116.970073,32.495018,-116.995754,32.467997,-2.596666667,DP,2
1,7,3,16.76666667,11.57,6930.2,-116.878828,32.446539,-116.82035,32.467356,-4.57,DP,2
5,7,3,16.86666667,9.788333333,8338,-116.969832,32.511491,-116.901469,32.52758,-2.788333333,DP,2
4,7,3,16.93333333,27.78166667,22082.4,-116.885118,32.44809,-116.740107,32.50942,-8.781666667,DM,3
3,7,3,17.25,5.19,1720.2,-116.87391,32.500783,-116.872446,32.492196,47.81,INCREMENTO,1
5,7,3,17.93333333,11.22666667,3150,-116.965583,32.505229,-116.977577,32.481675,-5.226666667,DP,2
10,7,3,18.25,13.135,7552.1,-116.926098,32.475903,-116.957073,32.5043,-3.135,DP,2
2,7,3,18.5,23.36166667,10200.1,-116.885267,32.44826,-116.94535,32.430812,-8.361666667,DM,3
1,7,3,18.56666667,18.06166667,7375.9,-116.897354,32.456179,-116.956407,32.462702,-0.061666667,INCREMENTO,1
6,7,3,18.5,34.95,12888.5,-116.95251,32.533698,-116.956427,32.462807,-12.95,DM,3
2,7,3,19.26666667,23.26333333,16151.1,-116.924977,32.462572,-116.782532,32.465678,-4.263333333,DP,2
